transaction_id,timestamp,amount,sender_id,receiver_id,sender_country,receiver_country,device_id,label
T_146,2023-01-07 02:00:00,966.1973823344117,USER_40,USER_68,USA,USA,DEVICE_15,1
T_147,2023-01-07 03:00:00,633.1596432823679,USER_1,USER_70,USA,USA,DEVICE_8,0
T_148,2023-01-07 04:00:00,177.14472075500672,USER_39,USER_78,FRA,USA,DEVICE_16,0
T_149,2023-01-07 05:00:00,1908.5846025016622,USER_41,USER_85,FRA,CHN,DEVICE_10,0
T_150,2023-01-07 06:00:00,348.103341276348,USER_22,USER_91,CHN,USA,DEVICE_12,0
T_151,2023-01-07 07:00:00,1267.4973956466483,USER_12,USER_52,RUS,FRA,DEVICE_12,0
T_152,2023-01-07 08:00:00,1291.8296441524753,USER_3,USER_63,CHN,CHN,DEVICE_17,0
T_153,2023-01-07 09:00:00,1041.3821401856692,USER_41,USER_76,RUS,CHN,DEVICE_15,0
T_154,2023-01-07 10:00:00,2209.0335070639167,USER_2,USER_90,FRA,RUS,DEVICE_14,0
T_155,2023-01-07 11:00:00,7.987754417406474,USER_9,USER_95,RUS,GBR,DEVICE_16,0
T_156,2023-01-07 12:00:00,86.02968799729871,USER_48,USER_91,USA,USA,DEVICE_6,0
T_157,2023-01-07 13:00:00,41.28251620809394,USER_4,USER_97,FRA,FRA,DEVICE_7,0
T_158,2023-01-07 14:00:00,711.9342108075797,USER_27,USER_86,FRA,CHN,DEVICE_15,0
T_159,2023-01-07 15:00:00,184.2153884820702,USER_8,USER_74,GBR,USA,DEVICE_4,0
T_160,2023-01-07 16:00:00,934.9800868173709,USER_25,USER_97,USA,USA,DEVICE_4,0
T_161,2023-01-07 17:00:00,1420.5433015973763,USER_45,USER_82,FRA,FRA,DEVICE_8,0
T_162,2023-01-07 18:00:00,806.5585320363341,USER_24,USER_53,GBR,RUS,DEVICE_14,0
T_163,2023-01-07 19:00:00,2251.5753433751916,USER_46,USER_66,FRA,GBR,DEVICE_6,0
T_164,2023-01-07 20:00:00,2124.8017245426445,USER_32,USER_74,CHN,FRA,DEVICE_15,0
T_165,2023-01-07 21:00:00,23.039586433091053,USER_17,USER_78,RUS,CHN,DEVICE_9,0
T_166,2023-01-07 22:00:00,598.0858347625003,USER_35,USER_65,USA,USA,DEVICE_17,0
T_167,2023-01-07 23:00:00,1835.807996336637,USER_29,USER_94,USA,GBR,DEVICE_16,0
T_168,2023-01-08 00:00:00,1365.3182993881014,USER_25,USER_97,USA,CHN,DEVICE_1,0
T_169,2023-01-08 01:00:00,346.16431219963465,USER_17,USER_84,USA,CHN,DEVICE_3,0
T_170,2023-01-08 02:00:00,236.27521953285753,USER_10,USER_97,CHN,GBR,DEVICE_7,0
T_171,2023-01-08 03:00:00,521.4927100189667,USER_30,USER_56,CHN,CHN,DEVICE_4,0
T_172,2023-01-08 04:00:00,372.97394940457536,USER_40,USER_93,USA,USA,DEVICE_10,0
T_173,2023-01-08 05:00:00,4104.182737270097,USER_39,USER_77,CHN,GBR,DEVICE_5,0
T_174,2023-01-08 06:00:00,1438.4083497742274,USER_28,USER_71,CHN,CHN,DEVICE_16,0
T_175,2023-01-08 07:00:00,364.02336117808426,USER_2,USER_87,FRA,GBR,DEVICE_10,0
T_176,2023-01-08 08:00:00,187.79663174356992,USER_24,USER_76,FRA,GBR,DEVICE_13,0
T_177,2023-01-08 09:00:00,1384.6872020806338,USER_11,USER_81,USA,FRA,DEVICE_17,0
T_178,2023-01-08 10:00:00,700.1563297999745,USER_5,USER_61,CHN,FRA,DEVICE_14,0
T_179,2023-01-08 11:00:00,3424.2219848488553,USER_7,USER_63,USA,FRA,DEVICE_2,0
T_180,2023-01-08 12:00:00,832.7287779803294,USER_12,USER_77,USA,USA,DEVICE_2,0
T_181,2023-01-08 13:00:00,289.7054579051184,USER_20,USER_59,CHN,RUS,DEVICE_6,0
T_182,2023-01-08 14:00:00,2666.6359213901255,USER_15,USER_97,RUS,USA,DEVICE_3,0
T_183,2023-01-08 15:00:00,383.4009081949939,USER_23,USER_61,FRA,USA,DEVICE_5,0
T_184,2023-01-08 16:00:00,95.23683671487363,USER_5,USER_72,USA,RUS,DEVICE_8,0
T_185,2023-01-08 17:00:00,1443.6447150414058,USER_24,USER_63,CHN,CHN,DEVICE_13,0
T_186,2023-01-08 18:00:00,646.3877200294706,USER_42,USER_77,RUS,CHN,DEVICE_6,0
T_187,2023-01-08 19:00:00,497.3736202806364,USER_14,USER_51,GBR,USA,DEVICE_17,0
T_188,2023-01-08 20:00:00,223.9390979295958,USER_16,USER_77,USA,CHN,DEVICE_18,0
T_189,2023-01-08 21:00:00,621.88992450038,USER_44,USER_55,RUS,CHN,DEVICE_14,0
T_190,2023-01-08 22:00:00,894.8564639184111,USER_6,USER_85,FRA,CHN,DEVICE_17,0
T_191,2023-01-08 23:00:00,1341.754096615361,USER_20,USER_81,RUS,CHN,DEVICE_12,0
T_192,2023-01-09 00:00:00,4019.113267196237,USER_5,USER_76,CHN,GBR,DEVICE_8,0
T_193,2023-01-09 01:00:00,1993.2160398489136,USER_48,USER_96,FRA,FRA,DEVICE_17,0
T_194,2023-01-09 02:00:00,109.78375849589978,USER_13,USER_88,RUS,USA,DEVICE_11,0
T_195,2023-01-09 03:00:00,279.30934865761037,USER_37,USER_84,GBR,GBR,DEVICE_17,0
T_196,2023-01-09 04:00:00,2728.204806158635,USER_33,USER_55,USA,CHN,DEVICE_9,0
T_197,2023-01-09 05:00:00,2659.0610291444555,USER_21,USER_53,CHN,GBR,DEVICE_5,0
T_198,2023-01-09 06:00:00,719.8139378843299,USER_19,USER_78,CHN,FRA,DEVICE_1,0
T_199,2023-01-09 07:00:00,2224.36773486394,USER_40,USER_62,USA,USA,DEVICE_15,0
T_200,2023-01-09 08:00:00,117.39515411265856,USER_46,USER_54,GBR,CHN,DEVICE_18,0
T_201,2023-01-09 09:00:00,435.9120846275216,USER_22,USER_70,FRA,RUS,DEVICE_1,0
T_202,2023-01-09 10:00:00,153.27661567287464,USER_39,USER_98,CHN,CHN,DEVICE_6,0
T_203,2023-01-09 11:00:00,250.6381628395911,USER_30,USER_98,GBR,USA,DEVICE_14,0
T_204,2023-01-09 12:00:00,635.9171591267714,USER_28,USER_71,CHN,FRA,DEVICE_16,0
T_205,2023-01-09 13:00:00,2523.887376531509,USER_26,USER_62,USA,RUS,DEVICE_3,0
T_206,2023-01-09 14:00:00,583.4652399973153,USER_47,USER_73,CHN,USA,DEVICE_3,0
T_207,2023-01-09 15:00:00,1745.2608042918241,USER_19,USER_99,FRA,USA,DEVICE_1,0
T_208,2023-01-09 16:00:00,117.17816693614574,USER_49,USER_94,USA,FRA,DEVICE_1,0
T_209,2023-01-09 17:00:00,3347.497711875868,USER_37,USER_86,RUS,USA,DEVICE_8,0
T_210,2023-01-09 18:00:00,640.2722920533554,USER_16,USER_55,RUS,FRA,DEVICE_14,0
T_211,2023-01-09 19:00:00,725.115820171638,USER_18,USER_95,RUS,CHN,DEVICE_16,0
T_212,2023-01-09 20:00:00,103.88790950217309,USER_47,USER_69,USA,RUS,DEVICE_4,0
T_213,2023-01-09 21:00:00,286.8176971054394,USER_15,USER_90,GBR,FRA,DEVICE_1,0
T_214,2023-01-09 22:00:00,76.15327955221221,USER_9,USER_57,RUS,CHN,DEVICE_16,0
T_215,2023-01-09 23:00:00,1121.2637130027358,USER_6,USER_93,RUS,RUS,DEVICE_9,0
T_216,2023-01-10 00:00:00,528.864886686018,USER_44,USER_72,CHN,CHN,DEVICE_9,0
T_217,2023-01-10 01:00:00,107.68103227441641,USER_29,USER_78,CHN,GBR,DEVICE_9,0
T_218,2023-01-10 02:00:00,2299.219769329276,USER_33,USER_80,FRA,CHN,DEVICE_12,0
T_219,2023-01-10 03:00:00,1531.2356562974323,USER_8,USER_89,FRA,CHN,DEVICE_8,0
T_220,2023-01-10 04:00:00,588.7310881512624,USER_43,USER_82,FRA,USA,DEVICE_2,0
T_221,2023-01-10 05:00:00,356.7249762750147,USER_48,USER_63,CHN,GBR,DEVICE_16,0
T_222,2023-01-10 06:00:00,1042.693662988189,USER_12,USER_56,FRA,RUS,DEVICE_6,0
T_223,2023-01-10 07:00:00,155.36280622446185,USER_7,USER_97,RUS,CHN,DEVICE_10,0
T_224,2023-01-10 08:00:00,1124.5126874777156,USER_10,USER_67,GBR,CHN,DEVICE_8,0
T_225,2023-01-10 09:00:00,298.0576814008336,USER_16,USER_70,RUS,FRA,DEVICE_13,0
T_226,2023-01-10 10:00:00,583.1274613720593,USER_40,USER_82,USA,CHN,DEVICE_6,0
T_227,2023-01-10 11:00:00,635.2692845314632,USER_39,USER_80,CHN,RUS,DEVICE_18,0
T_228,2023-01-10 12:00:00,1345.648400241003,USER_20,USER_79,RUS,CHN,DEVICE_9,0
T_229,2023-01-10 13:00:00,2508.102783535065,USER_18,USER_83,RUS,GBR,DEVICE_19,0
T_230,2023-01-10 14:00:00,57.31144786642203,USER_43,USER_89,FRA,FRA,DEVICE_5,0
T_231,2023-01-10 15:00:00,1038.5618559749978,USER_16,USER_79,GBR,RUS,DEVICE_12,0
T_232,2023-01-10 16:00:00,2550.295689001487,USER_10,USER_79,USA,RUS,DEVICE_12,0
T_233,2023-01-10 17:00:00,404.5419161779162,USER_4,USER_74,FRA,GBR,DEVICE_17,0
T_234,2023-01-10 18:00:00,1344.953029190526,USER_28,USER_69,RUS,CHN,DEVICE_13,0
T_235,2023-01-10 19:00:00,120.06090472521282,USER_10,USER_71,USA,USA,DEVICE_15,0
T_236,2023-01-10 20:00:00,659.9245693252111,USER_21,USER_58,FRA,CHN,DEVICE_9,1
T_237,2023-01-10 21:00:00,235.44640748147287,USER_41,USER_82,RUS,RUS,DEVICE_12,0
T_238,2023-01-10 22:00:00,64.94395191579684,USER_39,USER_90,FRA,RUS,DEVICE_12,0
T_239,2023-01-10 23:00:00,465.10623648559783,USER_2,USER_96,GBR,FRA,DEVICE_8,0
T_240,2023-01-11 00:00:00,972.8620915697542,USER_1,USER_76,GBR,FRA,DEVICE_3,0
T_241,2023-01-11 01:00:00,823.9734481596867,USER_12,USER_77,RUS,FRA,DEVICE_14,0
T_242,2023-01-11 02:00:00,1503.6872964278593,USER_24,USER_69,CHN,USA,DEVICE_1,0
T_243,2023-01-11 03:00:00,1274.827985249474,USER_5,USER_53,RUS,RUS,DEVICE_14,0
T_244,2023-01-11 04:00:00,219.67410428953653,USER_5,USER_97,GBR,FRA,DEVICE_11,0
T_245,2023-01-11 05:00:00,982.477878943302,USER_35,USER_68,RUS,GBR,DEVICE_11,0
T_246,2023-01-11 06:00:00,423.80872605092196,USER_40,USER_60,CHN,FRA,DEVICE_5,0
T_247,2023-01-11 07:00:00,49.208785316143846,USER_11,USER_94,RUS,GBR,DEVICE_9,0
T_248,2023-01-11 08:00:00,1282.4635120550267,USER_19,USER_86,GBR,FRA,DEVICE_10,0
T_249,2023-01-11 09:00:00,306.07991680952426,USER_28,USER_67,GBR,RUS,DEVICE_4,0
T_250,2023-01-11 10:00:00,1420.0181730637628,USER_14,USER_97,GBR,FRA,DEVICE_3,0
T_251,2023-01-11 11:00:00,887.2788236116966,USER_49,USER_83,FRA,USA,DEVICE_8,0
T_252,2023-01-11 12:00:00,865.6270550774865,USER_42,USER_62,FRA,RUS,DEVICE_9,0
T_253,2023-01-11 13:00:00,417.75047802981896,USER_39,USER_94,CHN,GBR,DEVICE_16,0
T_254,2023-01-11 14:00:00,27.073738061826297,USER_17,USER_57,USA,GBR,DEVICE_13,0
T_255,2023-01-11 15:00:00,724.3104525048614,USER_48,USER_91,GBR,GBR,DEVICE_5,1
T_256,2023-01-11 16:00:00,2535.720654986547,USER_10,USER_76,FRA,FRA,DEVICE_12,0
T_257,2023-01-11 17:00:00,474.93586293544007,USER_44,USER_62,RUS,USA,DEVICE_2,0
T_258,2023-01-11 18:00:00,204.6888396166678,USER_13,USER_66,CHN,CHN,DEVICE_15,0
T_259,2023-01-11 19:00:00,553.3917216413889,USER_44,USER_60,USA,RUS,DEVICE_16,0
T_260,2023-01-11 20:00:00,1500.80390840189,USER_22,USER_78,USA,RUS,DEVICE_2,0
T_261,2023-01-11 21:00:00,1678.7846476351992,USER_45,USER_53,FRA,RUS,DEVICE_17,0
T_262,2023-01-11 22:00:00,96.23835289810714,USER_1,USER_55,FRA,GBR,DEVICE_3,0
